SIC_CODE_ID,SIC_CODE,SIC_DESC
371103,371103,MILITARY MOTOR VEHICLE ASSEMBLY
371104,371104,BUS AND OTHER LARGE SPECIALTY VEHICLE ASSEMBLY
371300,371300,TRUCK AND BUS BODIES
371301,371301,TRUCK BODIES AND PARTS
371302,371302,SPECIALTY MOTOR VEHICLE BODIES
371400,371400,MOTOR VEHICLE PARTS AND ACCESSORIES
371401,371401,MOTOR VEHICLE ENGINES AND PARTS
371402,371402,"MOTOR VEHICLE TRANSMISSIONS, DRIVE ASSEMBLIES, AND PARTS"
371403,371403,MOTOR VEHICLE BODY COMPONENTS AND FRAME
371404,371404,MOTOR VEHICLE ELECTRICAL EQUIPMENT
371405,371405,MOTOR VEHICLE BRAKE SYSTEMS AND PARTS
371406,371406,MOTOR VEHICLE STEERING SYSTEMS AND PARTS
371407,371407,MOTOR VEHICLE WHEELS AND PARTS
371499,371499,"MOTOR VEHICLE PARTS AND ACCESSORIES, NEC"
371500,371500,TRUCK TRAILERS
371599,371599,"TRUCK TRAILERS, NEC"
371600,371600,MOTOR HOMES
371699,371699,"MOTOR HOMES, NEC"
372100,372100,AIRCRAFT
372101,372101,MOTORIZED AIRCRAFT
372102,372102,NONMOTORIZED AND LIGHTER-THAN-AIR AIRCRAFT
372199,372199,"AIRCRAFT, NEC"
372400,372400,AIRCRAFT ENGINES AND ENGINE PARTS
372499,372499,"AIRCRAFT ENGINES AND ENGINE PARTS, NEC"
372800,372800,"AIRCRAFT PARTS AND EQUIPMENT, NEC"
372801,372801,AIRCRAFT BODY AND WING ASSEMBLIES AND PARTS
372802,372802,AIRCRAFT PROPELLERS AND ASSOCIATED EQUIPMENT
372803,372803,AIRCRAFT LANDING ASSEMBLIES AND BRAKES
372804,372804,MILITARY AIRCRAFT EQUIPMENT AND ARMAMENT
372805,372805,AIRCRAFT TRAINING EQUIPMENT
372899,372899,"AIRCRAFT PARTS AND EQUIPMENT, NEC, NEC"
373100,373100,SHIPBUILDING AND REPAIRING
373101,373101,"COMMERCIAL CARGO SHIPS, BUILDING AND REPAIRING"
373102,373102,"MILITARY SHIPS, BUILDING AND REPAIRING"
373103,373103,"COMMERCIAL PASSENGER SHIPS, BUILDING AND REPAIRING"
373199,373199,"SHIPBUILDING AND REPAIRING, NEC"
373200,373200,BOATBUILDING AND REPAIRING
373201,373201,"MOTORIZED BOAT, BUILDING AND REPAIRING"
373202,373202,"NON-MOTORIZED BOAT, BUILDING AND REPAIRING"
373299,373299,"BOATBUILDING AND REPAIRING, NEC"
374300,374300,RAILROAD EQUIPMENT
374301,374301,"RAILROAD EQUIPMENT, EXCEPT LOCOMOTIVES"
374302,374302,INTERURBAN CARS AND CAR EQUIPMENT
374303,374303,LOCOMOTIVES AND PARTS
375100,375100,"MOTORCYCLES, BICYCLES AND PARTS"
375101,375101,MOTORCYCLES AND RELATED PARTS
375102,375102,BICYCLES AND RELATED PARTS
375199,375199,"MOTORCYCLES, BICYCLES, AND PARTS, NEC"
376100,376100,GUIDED MISSILES AND SPACE VEHICLES
376199,376199,"GUIDED MISSILES AND SPACE VEHICLES, NEC"
376400,376400,SPACE PROPULSION UNITS AND PARTS
376499,376499,"SPACE PROPULSION UNITS AND PARTS, NEC"
376900,376900,"SPACE VEHICLE EQUIPMENT, NEC"
376999,376999,"SPACE VEHICLE EQUIPMENT, NEC, NEC"
379200,379200,TRAVEL TRAILERS AND CAMPERS
379299,379299,"TRAVEL TRAILERS AND CAMPERS, NEC"
379500,379500,TANKS AND TANK COMPONENTS
379599,379599,"TANKS AND TANK COMPONENTS, NEC"
379900,379900,"TRANSPORTATION EQUIPMENT, NEC"
379901,379901,TRAILERS AND TRAILER EQUIPMENT
379902,379902,RECREATIONAL VEHICLES
379903,379903,"OFF-ROAD AUTOMOBILES, EXCEPT RECREATIONAL VEHICLES"
379904,379904,PUSHCARTS AND WHEELBARROWS
379999,379999,"TRANSPORTATION EQUIPMENT, NEC, NEC"
381200,381200,SEARCH AND NAVIGATION EQUIPMENT
381201,381201,AIRCRAFT/AEROSPACE FLIGHT INSTRUMENTS AND GUIDANCE SYSTEMS
381202,381202,AIRCRAFT CONTROL INSTRUMENTS
381203,381203,NAVIGATIONAL SYSTEMS AND INSTRUMENTS
381204,381204,NAUTICAL INSTRUMENTS
381205,381205,DEFENSE SYSTEMS AND EQUIPMENT
381206,381206,SEARCH AND DETECTION SYSTEMS AND INSTRUMENTS
381299,381299,"SEARCH AND NAVIGATION EQUIPMENT, NEC"
382100,382100,LABORATORY APPARATUS AND FURNITURE
382101,382101,"LABORATORY APPARATUS, EXCEPT HEATING AND MEASURING"
382102,382102,LABORATORY FURNITURE
382103,382103,LABORATORY HEATING APPARATUS
382104,382104,LABORATORY MEASURING APPARATUS
382200,382200,ENVIRONMENTAL CONTROLS
382201,382201,AIR CONDITIONING AND REFRIGERATION CONTROLS
382202,382202,HARDWARE FOR ENVIRONMENTAL REGULATORS
382203,382203,THERMOSTATS AND OTHER ENVIRONMENTAL SENSORS
382204,382204,HYDRONIC CONTROLS
382205,382205,ELECTRIC HEAT CONTROLS
382206,382206,"APPLIANCE CONTROLS,EXCEPT AIR-CONDITIONING AND REFRIGERATION"
382299,382299,"ENVIRONMENTAL CONTROLS, NEC"
382300,382300,PROCESS CONTROL INSTRUMENTS
382301,382301,"TEMPERATURE MEASUREMENT INSTRUMENTS, INDUSTRIAL"
382302,382302,"PRESSURE MEASUREMENT INSTRUMENTS, INDUSTRIAL"
382303,382303,INDUSTRIAL FLOW AND LIQUID MEASURING INSTRUMENTS
382304,382304,INDUSTRIAL PROCESS MEASUREMENT EQUIPMENT
382305,382305,"ON-STREAM GAS/LIQUID ANALYSIS INSTRUMENTS, INDUSTRIAL"
382399,382399,"PROCESS CONTROL INSTRUMENTS, NEC"
382400,382400,FLUID METERS AND COUNTING DEVICES
382401,382401,INTEGRATING AND TOTALIZING METERS FOR GAS AND LIQUIDS
382402,382402,MECHANICAL AND ELECTROMECHANICAL COUNTERS AND DEVICES
382403,382403,VEHICLE INSTRUMENTS
382499,382499,"FLUID METERS AND COUNTING DEVICES, NEC"
382500,382500,INSTRUMENTS TO MEASURE ELECTRICITY
382501,382501,ENGINE ELECTRICAL TEST EQUIPMENT
382502,382502,TEST EQUIPMENT FOR ELECTRONIC AND ELECTRIC MEASUREMENT
382503,382503,ELECTRICAL ENERGY MEASURING EQUIPMENT
382599,382599,"INSTRUMENTS TO MEASURE ELECTRICITY, NEC"
382600,382600,ANALYTICAL INSTRUMENTS
382601,382601,SPECTROSCOPIC AND OTHER OPTICAL PROPERTIES MEASURING EQUIP.
382602,382602,ANALYTICAL OPTICAL INSTRUMENTS
382603,382603,LIQUID TESTING APPARATUS
382604,382604,BLOOD TESTING APPARATUS
382605,382605,GAS TESTING APPARATUS
382606,382606,INSTRUMENTS MEASURING MAGNETIC AND ELECTRICAL PROPERTIES
382607,382607,INSTRUMENTS MEASURING THERMAL PROPERTIES
382699,382699,"ANALYTICAL INSTRUMENTS, NEC"
382700,382700,OPTICAL INSTRUMENTS AND LENSES
382701,382701,OPTICAL INSTRUMENTS AND APPARATUS
382702,382702,LENS COATING AND GRINDING EQUIPMENT
382799,382799,"OPTICAL INSTRUMENTS AND LENSES, NEC"
382900,382900,"MEASURING AND CONTROLLING DEVICES, NEC"
382901,382901,AIRCRAFT AND MOTOR VEHICLE MEASUREMENT EQUIPMENT
382902,382902,GEOPHYSICAL AND METEOROLOGICAL TESTING EQUIPMENT
382903,382903,SURVEYING AND DRAFTING EQUIPMENT
382904,382904,PHYSICAL PROPERTY TESTING EQUIPMENT
382905,382905,NUCLEAR RADIATION AND TESTING APPARATUS
382906,382906,AUTOMATIC TURNSTILES AND RELATED APPARATUS
382907,382907,THERMOMETERS AND TEMPERATURE SENSORS
382999,382999,"MEASURING AND CONTROLLING DEVICES, NEC, NEC"
384100,384100,SURGICAL AND MEDICAL INSTRUMENTS
384101,384101,OPHTHALMIC INSTRUMENTS AND APPARATUS
384102,384102,"DIAGNOSTIC APPARATUS, MEDICAL"
384103,384103,VETERINARIANS' INSTRUMENTS AND APPARATUS
384104,384104,SURGICAL INSTRUMENTS AND APPARATUS
384105,384105,"MEDICAL INSTRUMENTS AND EQUIPMENT, BLOOD AND BONE WORK"
384199,384199,"SURGICAL AND MEDICAL INSTRUMENTS, NEC"
384200,384200,SURGICAL APPLIANCES AND SUPPLIES
384201,384201,PERSONAL SAFETY EQUIPMENT
384202,384202,COTTON AND COTTON APPLICATORS
384203,384203,PROSTHETIC APPLIANCES
384204,384204,ORTHOPEDIC APPLIANCES
384205,384205,BANDAGES AND DRESSINGS
384299,384299,"SURGICAL APPLIANCES AND SUPPLIES, NEC"
384300,384300,DENTAL EQUIPMENT AND SUPPLIES
384301,384301,DENTAL EQUIPMENT
384302,384302,DENTAL MATERIALS
384400,384400,X-RAY APPARATUS AND TUBES
384499,384499,"X-RAY APPARATUS AND TUBES, NEC"
384500,384500,ELECTROMEDICAL EQUIPMENT
384501,384501,ELECTROMEDICAL APPARATUS
384502,384502,ELECTROTHERAPEUTIC APPARATUS
384599,384599,"ELECTROMEDICAL EQUIPMENT, NEC"
385100,385100,OPHTHALMIC GOODS
385101,385101,"FRAMES, LENSES, AND PARTS, EYEGLASS AND SPECTACLE"
385102,385102,PROTECTIVE EYEWARE
385199,385199,"OPHTHALMIC GOODS, NEC"
386100,386100,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES
386101,386101,"SENSITIZED FILM, CLOTH, AND PAPER"
386102,386102,PHOTOGRAPHIC PROCESSING EQUIPMENT AND CHEMICALS
386103,386103,CAMERAS AND RELATED EQUIPMENT
386104,386104,"PHOTOGRAPHIC FILM, PLATE, AND PAPER HOLDERS"
386105,386105,REPRODUCTION MACHINES AND EQUIPMENT
386106,386106,PHOTOGRAPHIC PROCESSING CHEMICALS
386199,386199,"PHOTOGRAPHIC EQUIPMENT AND SUPPLIES, NEC"
387300,387300,"WATCHES, CLOCKS, WATCHCASES, AND PARTS"
387399,387399,"WATCHES, CLOCKS, WATCHCASES, AND PARTS, NEC"
391100,391100,"JEWELRY, PRECIOUS METAL"
391101,391101,JEWELRY APPAREL
391102,391102,CIGAR AND CIGARETTE ACCESSORIES
391103,391103,JEWELRY MOUNTINGS AND TRIMMINGS
391104,391104,PRECIOUS METAL CASES
391400,391400,SILVERWARE AND PLATED WARE
391401,391401,SILVERWARE
391402,391402,NICKLE SILVERWARE
391403,391403,PEWTER WARE
391404,391404,PLATED WARE (ALL METALS)
391405,391405,STAINLESS STEEL WARE
391499,391499,"SILVERWARE AND PLATED WARE, NEC"
391500,391500,JEWELERS' MATERIALS AND LAPIDARY WORK
391501,391501,JEWELERS' FINDINGS AND MATERIALS
391502,391502,LAPIDARY WORK AND DIAMOND CUTTING AND POLISHING
391599,391599,"JEWELERS' MATERIALS AND LAPIDARY WORK, NEC"
393100,393100,MUSICAL INSTRUMENTS
393101,393101,KEYBOARD INSTRUMENTS AND PARTS
393102,393102,STRING INSTRUMENTS AND PARTS
393103,393103,WOODWIND INSTRUMENTS AND PARTS
393104,393104,BRASS INSTRUMENTS AND PARTS
393105,393105,PERCUSSION INSTRUMENTS AND PARTS
393199,393199,"MUSICAL INSTRUMENTS, NEC"
394200,394200,DOLLS AND STUFFED TOYS
394201,394201,DOLLS AND DOLL CLOTHING
394299,394299,"DOLLS AND STUFFED TOYS, NEC"
394400,394400,"GAMES, TOYS, AND CHILDREN'S VEHICLES"
394401,394401,"CHILDREN'S VEHICLES, EXCEPT BICYCLES"
394402,394402,ELECTRONIC GAMES AND TOYS
394403,394403,"BOARD GAMES, PUZZLES, AND MODELS, EXCEPT ELECTRONIC"
394404,394404,TOY GUNS
394405,394405,TOY MUSICAL INSTRUMENTS
394406,394406,"TOY TRAINS, AIRPLANES, AND AUTOMOBILES"
394407,394407,BABY CARRIAGES AND RESTRAINT SEATS
394499,394499,"GAMES, TOYS, AND CHILDREN'S VEHICLES, NEC"
394900,394900,"SPORTING AND ATHLETIC GOODS, NEC"
394901,394901,GOLF EQUIPMENT
394902,394902,FISHING EQUIPMENT
394903,394903,EXERCISE EQUIPMENT
394904,394904,WINTER SPORTS EQUIPMENT
394905,394905,HUNTING EQUIPMENT
394906,394906,WATER SPORTS EQUIPMENT
394907,394907,PROTECTIVE SPORTING EQUIPMENT
394908,394908,DARTS AND TABLE SPORTS EQUIPMENT AND SUPPLIES
394909,394909,RACKET SPORTS EQUIPMENT
394910,394910,BOWLING EQUIPMENT AND SUPPLIES
394911,394911,"BASEBALL, SOFTBALL, AND CRICKET SPORTS EQUIPMENT"
394912,394912,CROQUET AND POLO EQUIPMENT AND SUPPLIES
394913,394913,TEAM SPORTS EQUIPMENT
394999,394999,"SPORTING AND ATHLETIC GOODS, NEC, NEC"
395100,395100,PENS AND MECHANICAL PENCILS
395199,395199,"PENS AND MECHANICAL PENCILS, NEC"
395200,395200,LEAD PENCILS AND ART GOODS
395201,395201,"ARTISTS' MATERIALS, EXCEPT PENCILS AND LEADS"
395202,395202,ARTISTS' EQUIPMENT
395203,395203,"PENCILS AND LEADS, INCLUDING ARTISTS'"
395299,395299,"LEAD PENCILS AND ART GOODS, NEC"
395300,395300,MARKING DEVICES
395301,395301,EMBOSSING SEALS AND HAND STAMPS
395399,395399,"MARKING DEVICES, NEC"
395500,395500,CARBON PAPER AND INKED RIBBONS
395501,395501,CARBON AND STENCIL PAPER
395599,395599,"CARBON PAPER AND INKED RIBBONS, NEC"
396100,396100,COSTUME JEWELRY
396101,396101,"JEWELRY APPAREL, NON-PRECIOUS METALS"
396102,396102,COSTUME NOVELTIES
396199,396199,"COSTUME JEWELRY, NEC"
396500,396500,"FASTENERS, BUTTONS, NEEDLES, AND PINS"
396501,396501,BUTTONS AND PARTS
396502,396502,PINS AND NEEDLES
396503,396503,FASTENERS
396599,396599,"FASTENERS, BUTTONS, NEEDLES, AND PINS, NEC"
399100,399100,BROOMS AND BRUSHES
399101,399101,BROOMS
399102,399102,PAINT AND VARNISH BRUSHES
399103,399103,"BRUSHES, EXCEPT PAINT AND VARNISH"
399300,399300,SIGNS AND ADVERTISING SPECIALTIES
399301,399301,ELECTRIC SIGNS
399399,399399,"SIGNS AND ADVERTISING SPECIALTIES, NEC"
399500,399500,BURIAL CASKETS
399599,399599,"BURIAL CASKETS, NEC"
399600,399600,"HARD SURFACE FLOOR COVERINGS, NEC"
399699,399699,"HARD SURFACE FLOOR COVERINGS, NEC, NEC"
399900,399900,"MANUFACTURING INDUSTRIES, NEC"
399901,399901,BARBER AND BEAUTY SHOP EQUIPMENT
399902,399902,HAIR AND HAIR-BASED PRODUCTS
399903,399903,FEATHERS AND FEATHER PRODUCTS
399904,399904,FURS
399905,399905,CIGARETTE AND CIGAR PRODUCTS AND ACCESSORIES
399906,399906,"UMBRELLAS, CANES, AND PARTS"
399907,399907,ARTIFICIAL TREES AND FLOWERS
399908,399908,"NOVELTIES, BRIC-A-BRAC, AND HOBBY KITS"
399909,399909,BEEKEEPERS' SUPPLIES
399910,399910,COIN-OPERATED AMUSEMENT MACHINES
399911,399911,"MODELS, EXCEPT TOY"
399912,399912,IDENTIFICATION BADGES AND INSIGNIA
399913,399913,ADVERTISING DISPLAY PRODUCTS
399914,399914,HANDBAG AND LUGGAGE FRAMES AND HANDLES
399999,399999,"MANUFACTURING INDUSTRIES, NEC, NEC"
401100,401100,"RAILROADS, LINE-HAUL OPERATING"
401199,401199,"RAILROADS, LINE-HAUL OPERATING, NEC"
401300,401300,SWITCHING AND TERMINAL SERVICES
401399,401399,"SWITCHING AND TERMINAL SERVICES, NEC"
411100,411100,LOCAL AND SUBURBAN TRANSIT
411101,411101,BUS TRANSPORTATION
411102,411102,STREET AND TROLLEY CAR TRANSPORTATION
411103,411103,AIRPORT TRANSPORTATION
411104,411104,PASSENGER RAIL TRANSPORTATION
411199,411199,"LOCAL AND SUBURBAN TRANSIT, NEC"
411900,411900,"LOCAL PASSENGER TRANSPORTATION, NEC"
411901,411901,LOCAL RENTAL TRANSPORTATION
411999,411999,"LOCAL PASSENGER TRANSPORTATION, NEC, NEC"
412100,412100,TAXICABS
413100,413100,INTERCITY AND RURAL BUS TRANSPORTATION
413199,413199,"INTERCITY AND RURAL BUS TRANSPORTATION, NEC"
414100,414100,LOCAL BUS CHARTER SERVICE
414200,414200,"BUS CHARTER SERVICE, EXCEPT LOCAL"
415100,415100,SCHOOL BUSES
417300,417300,BUS TERMINAL AND SERVICE FACILITIES
417399,417399,"BUS TERMINAL AND SERVICE FACILITIES, NEC"
421200,421200,"LOCAL TRUCKING, WITHOUT STORAGE"
421201,421201,ANIMAL AND FARM PRODUCT TRANSPORTATION SERVICES
421202,421202,LIQUID TRANSFER SERVICES
421203,421203,LUMBER AND TIMBER TRUCKING
421204,421204,MOVING SERVICES
421299,421299,"LOCAL TRUCKING, WITHOUT STORAGE, NEC"
421300,421300,"TRUCKING, EXCEPT LOCAL"
421399,421399,"TRUCKING, EXCEPT LOCAL, NEC"
421400,421400,LOCAL TRUCKING WITH STORAGE
421499,421499,"LOCAL TRUCKING WITH STORAGE, NEC"
421500,421500,"COURIER SERVICES, EXCEPT BY AIR"
421599,421599,"COURIER SERVICES, EXCEPT BY AIR, NEC"
422100,422100,FARM PRODUCT WAREHOUSING AND STORAGE
422101,422101,ELEVATOR STORAGE
422199,422199,"FARM PRODUCT WAREHOUSING AND STORAGE, NEC"
422200,422200,REFRIGERATED WAREHOUSING AND STORAGE
422299,422299,"REFRIGERATED WAREHOUSING AND STORAGE, NEC"
422500,422500,GENERAL WAREHOUSING AND STORAGE
422599,422599,"GENERAL WAREHOUSING AND STORAGE, NEC"
422600,422600,"SPECIAL WAREHOUSING AND STORAGE, NEC"
422601,422601,LIQUID STORAGE
422602,422602,HOUSEHOLD GOODS AND FURNITURE STORAGE
422699,422699,"SPECIAL WAREHOUSING AND STORAGE, NEC, NEC"
423100,423100,TRUCKING TERMINAL FACILITIES
431100,431100,U.S. POSTAL SERVICE
441200,441200,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
442400,442400,DEEP SEA DOMESTIC TRANSPORTATION OF FREIGHT
442499,442499,"DEEP SEA DOMESTIC TRANSPORTATION OF FREIGHT, NEC"
443200,443200,FREIGHT TRANSPORTATION ON THE GREAT LAKES
444900,444900,WATER TRANSPORTATION OF FREIGHT
444901,444901,CANAL AND INTRACOASTAL FREIGHT TRANSPORTATION
444999,444999,"WATER TRANSPORTATION OF FREIGHT, NEC, NEC"
448100,448100,"DEEP SEA PASSENGER TRANSPORTATION, EXCEPT FERRY"
448200,448200,FERRIES
448299,448299,"FERRIES, NEC"
448900,448900,WATER PASSENGER TRANSPORTATION
448999,448999,"WATER PASSENGER TRANSPORTATION, NEC, NEC"
449100,449100,MARINE CARGO HANDLING
449101,449101,MARINE LOADING AND UNLOADING SERVICES
449102,449102,"DOCKS, PIERS AND TERMINALS"
449199,449199,"MARINE CARGO HANDLING, NEC"
449200,449200,TOWING AND TUGBOAT SERVICE
449299,449299,"TOWING AND TUGBOAT SERVICE, NEC"
449300,449300,MARINAS
449399,449399,"MARINAS, NEC"
449900,449900,"WATER TRANSPORTATION SERVICES,"
449901,449901,MARINE SALVAGING AND SURVEYING SERVICES
449902,449902,WATER TRANSPORTATION CLEANING SERVICES
449903,449903,"BOAT AND SHIP RENTAL AND LEASING, EXCEPT PLEASURE"
449904,449904,MARINE DISMANTLING AND SCRAPPING SERVICES
449999,449999,"WATER TRANSPORTATION SERVICES, NEC, NEC"
451200,451200,"AIR TRANSPORTATION, SCHEDULED"
451299,451299,"AIR TRANSPORTATION, SCHEDULED, NEC"
451300,451300,AIR COURIER SERVICES
451399,451399,"AIR COURIER SERVICES, NEC"
452200,452200,"AIR TRANSPORTATION, NONSCHEDULED"
452201,452201,NONSCHEDULED CHARTER SERVICES
452299,452299,"AIR TRANSPORTATION, NONSCHEDULED, NEC"
458100,458100,"AIRPORTS, FLYING FIELDS, AND SERVICES"
458101,458101,HANGARS AND OTHER AIRCRAFT STORAGE FACILITIES
458102,458102,AIRCRAFT MAINTENANCE AND REPAIR SERVICES
458103,458103,AIRPORTS AND FLYING FIELDS
458199,458199,"AIRPORTS, FLYING FIELDS, AND SERVICES, NEC"
461200,461200,CRUDE PETROLEUM PIPELINES
461300,461300,REFINED PETROLEUM PIPELINES
461399,461399,"REFINED PETROLEUM PIPELINES, NEC"
461900,461900,"PIPELINES, NEC"
461999,461999,"PIPELINES, NEC, NEC"
472400,472400,TRAVEL AGENCIES
472499,472499,"TRAVEL AGENCIES, NEC"
472500,472500,TOUR OPERATORS
472599,472599,"TOUR OPERATORS, NEC"
472900,472900,PASSENGER TRANSPORTATION ARRANGEMENT
472901,472901,TRANSPORTATION TICKET OFFICES
472999,472999,"PASSENGER TRANSPORTATION ARRANGEMENT, NEC, NEC"
473100,473100,FREIGHT TRANSPORTATION ARRANGEMENT
473101,473101,TRANSPORTATION AGENTS AND BROKERS
473102,473102,FREIGHT FORWARDING
473199,473199,"FREIGHT TRANSPORTATION ARRANGEMENT, NEC"
474100,474100,RENTAL OF RAILROAD CARS
474199,474199,"RENTAL OF RAILROAD CARS, NEC"
478300,478300,PACKING AND CRATING
478399,478399,"PACKING AND CRATING, NEC"
478500,478500,INSPECTION AND FIXED FACILITIES
478501,478501,TOLL OPERATIONS
478502,478502,TRANSPORTATION INSPECTION SERVICES
478599,478599,"INSPECTION AND FIXED FACILITIES, NEC"
478900,478900,"TRANSPORTATION SERVICES, NEC"
478901,478901,CARGO LOADING AND UNLOADING SERVICES
478902,478902,PASSENGER TRAIN SERVICES
478903,478903,HORSE DRAWN TRANSPORTATION SERVICES
478904,478904,RAILROAD MAINTENANCE AND REPAIR SERVICES
478999,478999,"TRANSPORTATION SERVICES, NEC, NEC"
481200,481200,RADIOTELEPHONE COMMUNICATION
481299,481299,"RADIOTELEPHONE COMMUNICATION, NEC"
481300,481300,"TELEPHONE COMMUNICATION, EXCEPT RADIO"
481301,481301,LOCAL AND LONG DISTANCE TELEPHONE COMMUNICATIONS
481302,481302,ONLINE SERVICE PROVIDERS
481399,481399,"TELEPHONE COMMUNICATION, EXCEPT RADIO, NEC"
482200,482200,TELEGRAPH AND OTHER COMMUNICATIONS
482201,482201,PHOTOGRAPHIC MESSAGE SERVICES
482202,482202,"CABLE, TELEGRAM, AND TELEX SERVICES"
482299,482299,"TELEGRAPH AND OTHER COMMUNICATIONS, NEC"
483200,483200,RADIO BROADCASTING STATIONS
483201,483201,"RADIO BROADCASTING STATIONS, MUSIC FORMAT"
483202,483202,"RADIO BROADCASTING STATIONS, EXCEPT MUSIC FORMAT"
483299,483299,"RADIO BROADCASTING STATIONS, NEC"
483300,483300,TELEVISION BROADCASTING STATIONS
483399,483399,"TELEVISION BROADCASTING STATIONS, NEC"
484100,484100,CABLE AND OTHER PAY TELEVISION SERVICES
484199,484199,"CABLE AND OTHER PAY TELEVISION SERVICES, NEC"
489900,489900,"COMMUNICATION SERVICES, NEC"
489999,489999,"COMMUNICATION SERVICES, NEC, NEC"
491100,491100,ELECTRIC SERVICES
491199,491199,"ELECTRIC SERVICES, NEC"
492200,492200,NATURAL GAS TRANSMISSION
492299,492299,"NATURAL GAS TRANSMISSION, NEC"
492300,492300,GAS TRANSMISSION AND DISTRIBUTION
492400,492400,NATURAL GAS DISTRIBUTION
492401,492401,GAS POWER BROKER
492402,492402,GAS POWER MARKETERS
492500,492500,GAS PRODUCTION AND/OR DISTRIBUTION
492501,492501,"MIXED NATURAL AND MANUFACTURED GAS, EXCEPT PETROLEUM"
492599,492599,"GAS PRODUCTION AND/OR DISTRIBUTION, NEC"
493100,493100,ELECTRIC AND OTHER SERVICES COMBINED
493199,493199,ELECTRIC AND OTHER SERVICES COMBINED
493200,493200,GAS AND OTHER SERVICES COMBINED
493900,493900,"COMBINATION UTILITIES, NEC"
494100,494100,WATER SUPPLY
495200,495200,SEWERAGE SYSTEMS
495300,495300,REFUSE SYSTEMS
495301,495301,HAZARDOUS WASTE COLLECTION AND DISPOSAL
495302,495302,REFUSE COLLECTION AND DISPOSAL SERVICES
495303,495303,NONHAZARDOUS WASTE DISPOSAL SITES
495399,495399,"REFUSE SYSTEMS, NEC"
495900,495900,"SANITARY SERVICES, NEC"
495901,495901,"ROAD, AIRPORT, AND PARKING LOT MAINTENANCE SERVICES"
495902,495902,DISEASE CONTROL
495903,495903,TOXIC OR HAZARDOUS WASTE CLEANUP
495999,495999,"SANITARY SERVICES, NEC, NEC"
496100,496100,STEAM AND AIR-CONDITIONING SUPPLY
496199,496199,"STEAM AND AIR-CONDITIONING SUPPLY, NEC"
497100,497100,IRRIGATION SYSTEMS
497199,497199,"IRRIGATION SYSTEMS, NEC"
501200,501200,AUTOMOBILES AND OTHER MOTOR VEHICLES
501201,501201,AUTOMOTIVE BROKERS
501202,501202,COMMERCIAL VEHICLES
501203,501203,"RECREATIONAL VEHICLES, MOTOR HOMES, AND TRAILERS"
501204,501204,MOTORIZED CYCLES
501300,501300,MOTOR VEHICLE SUPPLIES AND NEW PARTS
501301,501301,AUTOMOTIVE SUPPLIES AND PARTS
501302,501302,AUTOMOTIVE SERVICING EQUIPMENT
501399,501399,"MOTOR VEHICLE SUPPLIES AND NEW PARTS, NEC"
501400,501400,TIRES AND TUBES
501499,501499,"TIRES AND TUBES, NEC"
501500,501500,"MOTOR VEHICLE PARTS, USED"
501501,501501,"AUTOMOTIVE PARTS AND SUPPLIES, USED"
501502,501502,"AUTOMOTIVE SERVICING EQUIPMENT, USED"
501599,501599,"MOTOR VEHICLE PARTS, USED, NEC"
502100,502100,FURNITURE
502101,502101,OFFICE AND PUBLIC BUILDING FURNITURE
502102,502102,HOUSEHOLD FURNITURE
502103,502103,BEDS AND BEDDING
502199,502199,"FURNITURE, NEC"
502300,502300,HOMEFURNISHINGS
502301,502301,KITCHENWARE
502302,502302,LINENS AND TOWELS
502303,502303,WINDOW FURNISHINGS
502304,502304,FLOOR COVERINGS
502305,502305,DECORATIVE HOME FURNISHINGS AND SUPPLIES
502399,502399,"HOMEFURNISHINGS, NEC"
503100,503100,"LUMBER, PLYWOOD, AND MILLWORK"
503101,503101,"BUILDING MATERIALS, EXTERIOR"
503102,503102,"BUILDING MATERIALS, INTERIOR"
503103,503103,DOORS AND WINDOWS
503199,503199,"LUMBER, PLYWOOD, AND MILLWORK, NEC"
503200,503200,"BRICK, STONE, AND RELATED MATERIAL"
503201,503201,PAVING MATERIALS
503202,503202,PLASTERING MATERIALS
503203,503203,TILE AND CLAY PRODUCTS
503204,503204,BUILDING STONE
503205,503205,CONCRETE AND CINDER BUILDING PRODUCTS
503206,503206,LIME BUILDING PRODUCTS
503299,503299,"BRICK, STONE, AND RELATED MATERIAL, NEC"
503300,503300,"ROOFING, SIDING, AND INSULATION"
503301,503301,ROOFING AND SIDING MATERIALS
503302,503302,INSULATION MATERIALS
503900,503900,"CONSTRUCTION MATERIALS, NEC"
503901,503901,PREFABRICATED STRUCTURES
503902,503902,GLASS CONSTRUCTION MATERIALS
503999,503999,"CONSTRUCTION MATERIALS, NEC, NEC"
504300,504300,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES
504301,504301,PHOTOGRAPHIC PROCESSING EQUIPMENT
504302,504302,CAMERAS AND PHOTOGRAPHIC EQUIPMENT
504303,504303,MOTION PICTURE EQUIPMENT
504400,504400,OFFICE EQUIPMENT
504401,504401,CALCULATING MACHINES
504402,504402,COPYING EQUIPMENT
504403,504403,TYPEWRITER AND DICTATION EQUIPMENT
504404,504404,ADDRESSING AND MAILING MACHINES
504499,504499,"OFFICE EQUIPMENT, NEC"
504500,504500,"COMPUTERS, PERIPHERALS, AND SOFTWARE"
