icd_mapping_id,description,fdn_icd10,fdn_icd9
6159-N719,Unspecified inflammatory disease of uterus,N719,615.9
61611-N771,Vaginitis and vulvovaginitis in diseases classified elsewhere,N771,616.11
6162-N750,Cyst of Bartholin's gland,N750,616.2
6163-N751,Abscess of Bartholin's gland,N751,616.3
6164-N764,Other abscess of vulva,N764,616.4
6168-N768,"Other specified inflammatory diseases of cervix, vagina, and vulva",N768,616.8
6169-N768,"Unspecified inflammatory disease of cervix, vagina, and vulva",N768,616.9
6171-N801,Endometriosis of ovary,N801,617.1
6172-N802,Endometriosis of fallopian tube,N802,617.2
6173-N803,Endometriosis of pelvic peritoneum,N803,617.3
6174-N804,Endometriosis of rectovaginal septum and vagina,N804,617.4
6175-N805,Endometriosis of intestine,N805,617.5
6176-N806,Endometriosis in scar of skin,N806,617.6
6178-N808,Endometriosis of other specified sites,N808,617.8
6179-N809,"Endometriosis, site unspecified",N809,617.9
6181-N814,Uterine prolapse without mention of vaginal wall prolapse,N814,618.1
6182-N812,"Uterovaginal prolapse, incomplete",N812,618.2
6183-N813,"Uterovaginal prolapse, complete",N813,618.3
6184-N814,"Uterovaginal prolapse, unspecified",N814,618.4
6185-N993,Prolapse of vaginal vault after hysterectomy,N993,618.5
6186-N815,"Vaginal enterocele, congenital or acquired",N815,618.6
6187-N818,Old laceration of muscles of pelvic floor,N818,618.7
6188-N818,Other specified genital prolapse,N818,618.8
6189-N819,Unspecified genital prolapse,N819,618.9
6191-N824,"Digestive-genital tract fistula, female",N824,619.1
6192-N825,"Genital tract-skin fistula, female",N825,619.2
6198-N828,Other specified fistulas involving female genital tract,N828,619.8
6199-N829,Unspecified fistula involving female genital tract,N829,619.9
6201-N831,Corpus luteum cyst or hematoma,N831,620.1
6202-N832,Other and unspecified ovarian cyst,N832,620.2
6266-N921,Metrorrhagia,N921,626.6
6203-N833,Acquired atrophy of ovary and fallopian tube,N833,620.3
6204-N834,Prolapse or hernia of ovary and fallopian tube,N834,620.4
6205-N835,"Torsion of ovary, ovarian pedicle, or fallopian tube",N835,620.5
6206-N838,Broad ligament laceration syndrome,N838,620.6
6207-N837,Hematoma of broad ligament,N837,620.7
6208-N838,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament",N838,620.8
6209-N839,"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament",N839,620.9
6211-N853,Chronic subinvolution of uterus,N853,621.1
6212-N852,Hypertrophy of uterus,N852,621.2
6213-N850,Endometrial hyperplasia,N850,621.3
6214-N857,Hematometra,N857,621.4
6215-N856,Intrauterine synechiae,N856,621.5
6216-N854,Malposition of uterus,N854,621.6
6217-N855,Chronic inversion of uterus,N855,621.7
6218-N858,"Other specified disorders of uterus, not elsewhere classified",N858,621.8
6219-N859,Unspecified disorder of uterus,N859,621.9
6221-N879,Dysplasia of cervix (uteri),N879,622.1
6222-N880,Leukoplakia of cervix (uteri),N880,622.2
6223-N881,Old laceration of cervix,N881,622.3
6224-N882,Stricture and stenosis of cervix,N882,622.4
6225-N883,Incompetence of cervix,N883,622.5
6226-N884,Hypertrophic elongation of cervix,N884,622.6
6227-N841,Mucous polyp of cervix,N841,622.7
6228-N888,Other specified noninflammatory disorders of cervix,N888,622.8
6229-N889,Unspecified noninflammatory disorder of cervix,N889,622.9
6231-N894,Leukoplakia of vagina,N894,623.1
6232-N895,Stricture or atresia of vagina,N895,623.2
6233-N896,Tight hymenal ring,N896,623.3
6234-N898,Old vaginal laceration,N898,623.4
6235-N898,"Leukorrhea, not specified as infective",N898,623.5
6236-N898,Vaginal hematoma,N898,623.6
6237-N842,Polyp of vagina,N842,623.7
6238-N898,Other specified noninflammatory disorders of vagina,N898,623.8
6239-N899,Unspecified noninflammatory disorder of vagina,N899,623.9
6241-N905,Atrophy of vulva,N905,624.1
6242-N908,Hypertrophy of clitoris,N908,624.2
6243-N906,Hypertrophy of labia,N906,624.3
6244-N908,Old laceration or scarring of vulva,N908,624.4
6245-N908,Hematoma of vulva,N908,624.5
6246-N843,Polyp of labia and vulva,N843,624.6
6248-N908,Other specified noninflammatory disorders of vulva and perineum,N908,624.8
6249-N909,Unspecified noninflammatory disorder of vulva and perineum,N909,624.9
6251-N942,Vaginismus,N942,625.1
6252-N940,Mittelschmerz,N940,625.2
6253-N946,Dysmenorrhea,N946,625.3
6254-N943,Premenstrual tension syndromes,N943,625.4
6255-N948,Pelvic congestion syndrome,N948,625.5
6256-N393,"Stress incontinence, female",N393,625.6
6258-N948,Other specified symptoms associated with female genital organs,N948,625.8
6259-N949,Unspecified symptom associated with female genital organs,N949,625.9
6261-N915,Scanty or infrequent menstruation,N915,626.1
6262-N920,Excessive or frequent menstruation,N920,626.2
6263-N922,Puberty bleeding,N922,626.3
6264-N926,Irregular menstrual cycle,N926,626.4
6267-N930,Postcoital bleeding,N930,626.7
6268-N938,Other,N938,626.8
6269-N939,Unspecified,N939,626.9
6271-N950,Postmenopausal bleeding,N950,627.1
6272-N951,Symptomatic menopausal or female climacteric states,N951,627.2
6273-N952,Postmenopausal atrophic vaginitis,N952,627.3
6278-N958,Other specified menopausal and postmenopausal disorders,N958,627.8
6279-N959,Unspecified menopausal and postmenopausal disorder,N959,627.9
6281-N978,Of pituitary-hypothalamic origin,N978,628.1
6282-N971,Of tubal origin,N971,628.2
6283-N972,Of uterine origin,N972,628.3
6288-N978,Of other specified origin,N978,628.8
6289-N979,Of unspecified origin,N979,628.9
6291-N948,"Hydrocele, canal of Nuck",N948,629.1
6298-N948,Other specified disorders of female genital organs,N948,629.8
6299-N949,Unspecified disorder of female genital organs,N949,629.9
630-O019,Hydatidiform mole,O019,630
631-O028,Other abnormal product of conception,O028,631
632-O021,Missed abortion,O021,632
6331-O001,Tubal pregnancy,O001,633.1
6332-O002,Ovarian pregnancy,O002,633.2
6338-O008,Other ectopic pregnancy,O008,633.8
6339-O009,Unspecified ectopic pregnancy,O009,633.9
6381-O071,Complicated by delayed or excessive hemorrhage,O071,638.1
6382-O073,Complicated by damage to pelvic organs or tissues,O073,638.2
6383-O073,Complicated by renal failure,O073,638.3
6384-O073,Complicated by metabolic disorder,O073,638.4
6385-O073,Complicated by shock,O073,638.5
6386-O072,Complicated by embolism,O072,638.6
6387-O073,With other specified complications,O073,638.7
6388-O073,With unspecified complication,O073,638.8
6389-O074,Without mention of complication,O074,638.9
6391-O081,Delayed or excessive hemorrhage,O081,639.1
6392-O086,Damage to pelvic organs and tissues,O086,639.2
6393-O084,Renal failure,O084,639.3
6394-O085,Metabolic disorders,O085,639.4
6395-O083,Shock,O083,639.5
6396-O082,Embolism,O082,639.6
6398-O088,Other specified complications following abortion or ectopic and molar pregnancy,O088,639.8
6399-O089,Unspecified complication following abortion or ectopic and molar pregnancy,O089,639.9
650-O80,Normal delivery,O80,650
677-O908,"Late effect of complication of pregnancy, childbirth, and the puerperium",O908,677
6801-L021,Neck,L021,680.1
6802-L022,Trunk,L022,680.2
6803-L024,Upper arm and forearm,L024,680.3
6804-L024,Hand,L024,680.4
6805-L023,Buttock,L023,680.5
6806-L024,"Leg, except foot",L024,680.6
6807-L024,Foot,L024,680.7
6808-L028,Other specified sites,L028,680.8
6809-L029,Unspecified site,L029,680.9
68101-L0301,Felon,L0301,681.01
68102-L0301,Onychia and paronychia of finger,L0301,681.02
68111-L0302,Onychia and paronychia of toe,L0302,681.11
6819-L0301,Cellulitis and abscess of unspecified digit,L0301,681.9
6821-L038,Neck,L038,682.1
6822-L033,Trunk,L033,682.2
6825-L033,Buttock,L033,682.5
6826-L0311,"Leg, except foot",L0311,682.6
6827-L0311,"Foot, except toes",L0311,682.7
6828-L038,Other specified sites,L038,682.8
6829-L039,Unspecified site,L039,682.9
683-L049,Acute lymphadenitis,L049,683
684-L010,Impetigo,L010,684
6851-L059,Without mention of abscess,L059,685.1
6861-L980,Pyogenic granuloma,L980,686.1
6868-L088,Other specified local infections of skin and subcutaneous tissue,L088,686.8
6869-L089,Unspecified local infection of skin and subcutaneous tissue,L089,686.9
69011-L210,Seborrhea capitis,L210,690.11
69012-L211,Seborrheic infantile dermatitis,L211,690.12
69018-L218,Other seborrheic dermatitis,L218,690.18
6908-L303,Other erythematosquamous dermatosis,L303,690.8
6918-L208,Other atopic dermatitis and related conditions,L208,691.8
6921-L241,Due to oils and greases,L241,692.1
6922-L242,Due to solvents,L242,692.2
6923-L233,Due to drugs and medicines in contact with skin,L233,692.3
6924-L235,Due to other chemical products,L235,692.4
6925-L236,Due to food in contact with skin,L236,692.5
6926-L237,Due to plants [except food],L237,692.6
69272-L569,Acute dermatitis due to solar radiation,L569,692.72
69273-L571,Actinic reticuloid and actinic granuloma,L571,692.73
69274-L578,Other chronic dermatitis due to solar radiation,L578,692.74
69279-L598,Other dermatitis due to solar radiation,L598,692.79
69281-L232,Dermatitis due to cosmetics,L232,692.81
69282-L598,Dermatitis due to other radiation,L598,692.82
69283-L230,Dermatitis due to metals,L230,692.83
69289-L238,Other,L238,692.89
6929-L239,Unspecified cause,L239,692.9
6931-L272,Due to food,L272,693.1
6938-L278,Due to other specified substances taken internally,L278,693.8
6939-L279,Due to unspecified substance taken internally,L279,693.9
6941-L131,Subcorneal pustular dermatosis,L131,694.1
6942-L122,Juvenile dermatitis herpetiformis,L122,694.2
6943-L401,Impetigo herpetiformis,L401,694.3
6944-L109,Pemphigus,L109,694.4
6945-L129,Pemphigoid,L129,694.5
6948-L138,Other specified bullous dermatoses,L138,694.8
6949-L139,Unspecified bullous dermatoses,L139,694.9
6951-L519,Erythema multiforme,L519,695.1
6952-L52,Erythema nodosum,L52,695.2
6953-L719,Rosacea,L719,695.3
6954-L930,Lupus erythematosus,L930,695.4
69581-L00,Ritter's disease,L00,695.81
69589-L538,Other,L538,695.89
6959-L539,Unspecified erythematous condition,L539,695.9
6961-L408,Other psoriasis,L408,696.1
6962-L419,Parapsoriasis,L419,696.2
6963-L42,Pityriasis rosea,L42,696.3
6964-L440,Pityriasis rubra pilaris,L440,696.4
6965-L305,Other and unspecified pityriasis,L305,696.5
6968-L408,Other,L408,696.8
6971-L441,Lichen nitidus,L441,697.1
6978-L443,"Other lichen, not elsewhere classified",L443,697.8
6979-L280,"Lichen, unspecified",L280,697.9
6981-L291,Pruritus of genital organs,L291,698.1
6982-L282,Prurigo,L282,698.2
6983-L280,Lichenification and lichen simplex chronicus,L280,698.3
6984-L981,Dermatitis factitia [artefacta],L981,698.4
6988-L298,Other specified pruritic conditions,L298,698.8
6989-L299,Unspecified pruritic disorder,L299,698.9
700-L84,Corns and callosities,L84,700
7011-L851,"Keratoderma, acquired",L851,701.1
7012-L83,Acquired acanthosis nigricans,L83,701.2
7013-L906,Striae atrophicae,L906,701.3
7014-L910,Keloid scar,L910,701.4
7015-L928,Other abnormal granulation tissue,L928,701.5
7018-L918,Other specified hypertrophic and atrophic conditions of skin,L918,701.8
7019-L919,Unspecified hypertrophic and atrophic conditions of skin,L919,701.9
70211-L82,Inflamed seborrheic keratosis,L82,702.11
70219-L82,Other seborrheic keratosis,L82,702.19
7028-L308,Other specified dermatoses,L308,702.8
7038-L608,Other specified diseases of nail,L608,703.8
7039-L609,Unspecified disease of nail,L609,703.9
70401-L639,Alopecia areata,L639,704.01
70402-L650,Telogen effluvium,L650,704.02
70409-L648,Other,L648,704.09
7041-L680,Hirsutism,L680,704.1
7042-L679,Abnormalities of the hair,L679,704.2
7043-L671,Variations in hair color,L671,704.3
7048-L688,Other specified diseases of hair and hair follicles,L688,704.8
7049-L739,Unspecified disease of hair and hair follicles,L739,704.9
7051-L740,Prickly heat,L740,705.1
70581-L301,Dyshidrosis,L301,705.81
70582-L752,Fox-Fordyce disease,L752,705.82
70583-L732,Hidradenitis,L732,705.83
70589-L748,Other,L748,705.89
7059-L749,Unspecified disorder of sweat glands,L749,705.9
7061-L708,Other acne,L708,706.1
7062-L721,Sebaceous cyst,L721,706.2
7063-R238,Seborrhea,R238,706.3
7068-L738,Other specified diseases of sebaceous glands,L738,706.8
7069-L739,Unspecified disease of sebaceous glands,L739,706.9
7071-L97,"Ulcer of lower limbs, except pressure ulcer",L97,707.1
7078-L984,Chronic ulcer of other specified sites,L984,707.8
7079-L984,Chronic ulcer of unspecified site,L984,707.9
7081-L501,Idiopathic urticaria,L501,708.1
7082-L502,Urticaria due to cold and heat,L502,708.2
7083-L503,Dermatographic urticaria,L503,708.3
7084-L504,Vibratory urticaria,L504,708.4
7085-L505,Cholinergic urticaria,L505,708.5
7088-L508,Other specified urticaria,L508,708.8
7089-L509,"Urticaria, unspecified",L509,708.9
70901-L80,Vitiligo,L80,709.01
70909-L818,Other,L818,709.09
7091-L817,Vascular disorders of skin,L817,709.1
7092-L905,Scar conditions and fibrosis of skin,L905,709.2
7093-L988,Degenerative skin disorders,L988,709.3
7094-L923,Foreign body granuloma of skin and subcutaneous tissue,L923,709.4
7098-L988,Other specified disorders of skin,L988,709.8
72293-M518,Lumbar region,M518,722.93
7099-L989,Unspecified disorder of skin and subcutaneous tissue,L989,709.9
7102-M350,Sicca syndrome,M350,710.2
7103-M331,Dermatomyositis,M331,710.3
7104-M332,Polymyositis,M332,710.4
7105-M358,Eosinophilia myalgia syndrome,M358,710.5
7108-M358,Other specified diffuse diseases of connective tissue,M358,710.8
7109-M359,Unspecified diffuse connective tissue disease,M359,710.9
7131-M148,Arthropathy associated with gastrointestinal conditions other than infections,M148,713.1
7132-M148,Arthropathy associated with hematological disorders,M148,713.2
7133-M148,Arthropathy associated with dermatological disorders,M148,713.3
7134-M148,Arthropathy associated with respiratory disorders,M148,713.4
7135-M146,Arthropathy associated with neurological disorders,M146,713.5
7136-M148,Arthropathy associated with hypersensitivity reaction,M148,713.6
7137-M148,Other general diseases with articular involvement,M148,713.7
7138-M148,Arthropathy associated with other conditions classifiable elsewhere,M148,713.8
7141-M0509,Felty's syndrome,M0509,714.1
7142-M0539,Other rheumatoid arthritis with visceral or systemic involvement,M0539,714.2
71431-M0809,"Polyarticular juvenile rheumatoid arthritis, acute",M0809,714.31
71433-M0809,Monoarticular juvenile rheumatoid arthritis,M0809,714.33
7144-M1209,Chronic postrheumatic arthropathy,M1209,714.4
7171-M2331,Derangement of anterior horn of medial meniscus,M2331,717.1
7172-M2332,Derangement of posterior horn of medial meniscus,M2332,717.2
7173-M2333,Other and unspecified derangement of medial meniscus,M2333,717.3
71741-M2326,Bucket handle tear of lateral meniscus,M2326,717.41
71742-M2334,Derangement of anterior horn of lateral meniscus,M2334,717.42
71743-M2335,Derangement of posterior horn of lateral meniscus,M2335,717.43
71749-M2336,Other,M2336,717.49
7177-M224,Chondromalacia of patella,M224,717.7
7201-M4609,Spinal enthesopathy,M4609,720.1
7202-M461,"Sacroiliitis, not elsewhere classified",M461,720.2
72089-M4698,Other,M4698,720.89
7209-M4699,Unspecified inflammatory spondylopathy,M4699,720.9
7211-M4712,Cervical spondylosis with myelopathy,M4712,721.1
72141-M4714,Thoracic region,M4714,721.41
72142-M4716,Lumbar region,M4716,721.42
7216-M4819,Ankylosing vertebral hyperostosis,M4819,721.6
72211-M512,Thoracic intervertebral disc without myelopathy,M512,722.11
7222-M512,"Displacement of intervertebral disc, site unspecified, without myelopathy",M512,722.2
72231-M514,Thoracic region,M514,722.31
72232-M514,Lumbar region,M514,722.32
72239-M514,Other,M514,722.39
7224-M503,Degeneration of cervical intervertebral disc,M503,722.4
72251-M513,Thoracic or thoracolumbar intervertebral disc,M513,722.51
72252-M513,Lumbar or lumbosacral intervertebral disc,M513,722.52
7226-M513,"Degeneration of intervertebral disc, site unspecified",M513,722.6
72271-M500,Cervical region,M500,722.71
72272-M510,Thoracic region,M510,722.72
72273-M510,Lumbar region,M510,722.73
72281-M961,Cervical region,M961,722.81
72282-M961,Thoracic region,M961,722.82
72283-M961,Lumbar region,M961,722.83
72291-M508,Cervical region,M508,722.91
72292-M518,Thoracic region,M518,722.92
7231-M542,Cervicalgia,M542,723.1
7232-M530,Cervicocranial syndrome,M530,723.2
7233-M531,Cervicobrachial syndrome (diffuse),M531,723.3
7234-M5412,Brachia neuritis or radiculitis NOS,M5412,723.4
7235-M436,"Torticollis, unspecified",M436,723.5
7236-M5402,Panniculitis specified as affecting neck,M5402,723.6
7237-M5382,Ossification of posterior longitudinal ligament in cervical region,M5382,723.7
7238-M5382,Other syndromes affecting cervical region,M5382,723.8
72401-M4804,Thoracic region,M4804,724.01
72402-M4805,Lumbar region,M4805,724.02
72409-M4808,Other,M4808,724.09
7241-M546,Pain in thoracic spine,M546,724.1
7242-M545,Lumbago,M545,724.2
7243-M543,Sciatia,M543,724.3
7244-M5414,"Thoracic or lumbosacral neuritis or radiculitis, unspecified",M5414,724.4
7246-M533,Disorders of sacrum,M533,724.6
72479-M533,Other,M533,724.79
7248-M5380,Other symptoms referable to back,M5380,724.8
725-M353,Polymyalgia rheumatica,M353,725
72611-M753,Calcifying tendinitis of shoulder,M753,726.11
72612-M752,Bicipital tenosynovitis,M752,726.12
72619-M758,Other specified disorders,M758,726.19
