id,order_number,short_description,long_description,formatted_icd10_code,FDN_parenticd10
S52109M,,"Unsp fx upr end unsp rad, 7thM","Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion",S52.109M,S5210
S52109N,,"Unsp fx upr end unsp rad, 7thN","Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52.109N,S5210
S52109P,,"Unsp fx upper end unsp radius, subs for clos fx w malunion","Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with malunion",S52.109P,S5210
S52109Q,,"Unsp fx upr end unsp rad, 7thQ","Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with malunion",S52.109Q,S5210
S52109R,,"Unsp fx upr end unsp rad, 7thR","Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52.109R,S5210
S52109S,,"Unsp fracture of upper end of unspecified radius, sequela","Unspecified fracture of upper end of unspecified radius, sequela",S52.109S,S5210
S5211,,Torus fracture of upper end of radius,Torus fracture of upper end of radius,S52.11,S521
S52111A,,"Torus fracture of upper end of right radius, init","Torus fracture of upper end of right radius, initial encounter for closed fracture",S52.111A,S5211
S52111D,,"Torus fx upper end of r radius, subs for fx w routn heal","Torus fracture of upper end of right radius, subsequent encounter for fracture with routine healing",S52.111D,S5211
S52111G,,"Torus fx upper end of r radius, subs for fx w delay heal","Torus fracture of upper end of right radius, subsequent encounter for fracture with delayed healing",S52.111G,S5211
S52111P,,"Torus fx upper end of r radius, subs for fx w malunion","Torus fracture of upper end of right radius, subsequent encounter for fracture with malunion",S52.111P,S5211
S52111S,,"Torus fracture of upper end of right radius, sequela","Torus fracture of upper end of right radius, sequela",S52.111S,S5211
S52112,,Torus fracture of upper end of left radius,Torus fracture of upper end of left radius,S52.112,S5211
S52112A,,"Torus fracture of upper end of left radius, init for clos fx","Torus fracture of upper end of left radius, initial encounter for closed fracture",S52.112A,S5211
S52112D,,"Torus fx upper end of left radius, subs for fx w routn heal","Torus fracture of upper end of left radius, subsequent encounter for fracture with routine healing",S52.112D,S5211
S52135,,Nondisplaced fracture of neck of left radius,Nondisplaced fracture of neck of left radius,S52.135,S5213
S52112G,,"Torus fx upper end of left radius, subs for fx w delay heal","Torus fracture of upper end of left radius, subsequent encounter for fracture with delayed healing",S52.112G,S5211
S52112K,,"Torus fx upper end of left radius, subs for fx w nonunion","Torus fracture of upper end of left radius, subsequent encounter for fracture with nonunion",S52.112K,S5211
S52112P,,"Torus fx upper end of left radius, subs for fx w malunion","Torus fracture of upper end of left radius, subsequent encounter for fracture with malunion",S52.112P,S5211
S52112S,,"Torus fracture of upper end of left radius, sequela","Torus fracture of upper end of left radius, sequela",S52.112S,S5211
S52119,,Torus fracture of upper end of unspecified radius,Torus fracture of upper end of unspecified radius,S52.119,S5211
S52119A,,"Torus fracture of upper end of unsp radius, init for clos fx","Torus fracture of upper end of unspecified radius, initial encounter for closed fracture",S52.119A,S5211
S52119D,,"Torus fx upper end of unsp radius, subs for fx w routn heal","Torus fracture of upper end of unspecified radius, subsequent encounter for fracture with routine healing",S52.119D,S5211
S52119G,,"Torus fx upper end of unsp radius, subs for fx w delay heal","Torus fracture of upper end of unspecified radius, subsequent encounter for fracture with delayed healing",S52.119G,S5211
S52119K,,"Torus fx upper end of unsp radius, subs for fx w nonunion","Torus fracture of upper end of unspecified radius, subsequent encounter for fracture with nonunion",S52.119K,S5211
S52119P,,"Torus fx upper end of unsp radius, subs for fx w malunion","Torus fracture of upper end of unspecified radius, subsequent encounter for fracture with malunion",S52.119P,S5211
S52119S,,"Torus fracture of upper end of unspecified radius, sequela","Torus fracture of upper end of unspecified radius, sequela",S52.119S,S5211
S5212,,Fracture of head of radius,Fracture of head of radius,S52.12,S521
S52121,,Displaced fracture of head of right radius,Displaced fracture of head of right radius,S52.121,S5212
S52121A,,"Disp fx of head of right radius, init for clos fx","Displaced fracture of head of right radius, initial encounter for closed fracture",S52.121A,S5212
S52121B,,"Disp fx of head of right radius, init for opn fx type I/2","Displaced fracture of head of right radius, initial encounter for open fracture type I or II",S52.121B,S5212
S52121C,,"Disp fx of head of right radius, init for opn fx type 3A/B/C","Displaced fracture of head of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52.121C,S5212
S52121D,,"Disp fx of head of r radius, subs for clos fx w routn heal","Displaced fracture of head of right radius, subsequent encounter for closed fracture with routine healing",S52.121D,S5212
S52121F,,"Disp fx of head of r rad, 7thF","Displaced fracture of head of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52.121F,S5212
S52121G,,"Disp fx of head of r radius, subs for clos fx w delay heal","Displaced fracture of head of right radius, subsequent encounter for closed fracture with delayed healing",S52.121G,S5212
S52121H,,"Disp fx of head of r rad, 7thH","Displaced fracture of head of right radius, subsequent encounter for open fracture type I or II with delayed healing",S52.121H,S5212
S52121J,,"Disp fx of head of r rad, 7thJ","Displaced fracture of head of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52.121J,S5212
S52121K,,"Disp fx of head of right radius, subs for clos fx w nonunion","Displaced fracture of head of right radius, subsequent encounter for closed fracture with nonunion",S52.121K,S5212
S52121M,,"Disp fx of head of r rad, 7thM","Displaced fracture of head of right radius, subsequent encounter for open fracture type I or II with nonunion",S52.121M,S5212
S52121N,,"Disp fx of head of r rad, 7thN","Displaced fracture of head of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52.121N,S5212
S52121P,,"Disp fx of head of right radius, subs for clos fx w malunion","Displaced fracture of head of right radius, subsequent encounter for closed fracture with malunion",S52.121P,S5212
S52121Q,,"Disp fx of head of r rad, 7thQ","Displaced fracture of head of right radius, subsequent encounter for open fracture type I or II with malunion",S52.121Q,S5212
S52121R,,"Disp fx of head of r rad, 7thR","Displaced fracture of head of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52.121R,S5212
S52121S,,"Displaced fracture of head of right radius, sequela","Displaced fracture of head of right radius, sequela",S52.121S,S5212
S52122A,,"Disp fx of head of left radius, init for clos fx","Displaced fracture of head of left radius, initial encounter for closed fracture",S52.122A,S5212
S52122B,,"Disp fx of head of left radius, init for opn fx type I/2","Displaced fracture of head of left radius, initial encounter for open fracture type I or II",S52.122B,S5212
S52122C,,"Disp fx of head of left radius, init for opn fx type 3A/B/C","Displaced fracture of head of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52.122C,S5212
S52122D,,"Disp fx of head of left rad, subs for clos fx w routn heal","Displaced fracture of head of left radius, subsequent encounter for closed fracture with routine healing",S52.122D,S5212
S52122E,,"Disp fx of head of l rad, 7thE","Displaced fracture of head of left radius, subsequent encounter for open fracture type I or II with routine healing",S52.122E,S5212
S52122F,,"Disp fx of head of l rad, 7thF","Displaced fracture of head of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52.122F,S5212
S52122G,,"Disp fx of head of left rad, subs for clos fx w delay heal","Displaced fracture of head of left radius, subsequent encounter for closed fracture with delayed healing",S52.122G,S5212
S52122H,,"Disp fx of head of l rad, 7thH","Displaced fracture of head of left radius, subsequent encounter for open fracture type I or II with delayed healing",S52.122H,S5212
S52122J,,"Disp fx of head of l rad, 7thJ","Displaced fracture of head of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52.122J,S5212
S52122K,,"Disp fx of head of left radius, subs for clos fx w nonunion","Displaced fracture of head of left radius, subsequent encounter for closed fracture with nonunion",S52.122K,S5212
S52122M,,"Disp fx of head of l rad, 7thM","Displaced fracture of head of left radius, subsequent encounter for open fracture type I or II with nonunion",S52.122M,S5212
S52122N,,"Disp fx of head of l rad, 7thN","Displaced fracture of head of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52.122N,S5212
S52122P,,"Disp fx of head of left radius, subs for clos fx w malunion","Displaced fracture of head of left radius, subsequent encounter for closed fracture with malunion",S52.122P,S5212
S52122Q,,"Disp fx of head of l rad, 7thQ","Displaced fracture of head of left radius, subsequent encounter for open fracture type I or II with malunion",S52.122Q,S5212
S52122R,,"Disp fx of head of l rad, 7thR","Displaced fracture of head of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52.122R,S5212
S52122S,,"Displaced fracture of head of left radius, sequela","Displaced fracture of head of left radius, sequela",S52.122S,S5212
S52123,,Displaced fracture of head of unspecified radius,Displaced fracture of head of unspecified radius,S52.123,S5212
S52123B,,"Disp fx of head of unsp radius, init for opn fx type I/2","Displaced fracture of head of unspecified radius, initial encounter for open fracture type I or II",S52.123B,S5212
S52123C,,"Disp fx of head of unsp radius, init for opn fx type 3A/B/C","Displaced fracture of head of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52.123C,S5212
S52123D,,"Disp fx of head of unsp rad, subs for clos fx w routn heal","Displaced fracture of head of unspecified radius, subsequent encounter for closed fracture with routine healing",S52.123D,S5212
S52123E,,"Disp fx of head of unsp rad, 7thE","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type I or II with routine healing",S52.123E,S5212
S52123F,,"Disp fx of head of unsp rad, 7thF","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52.123F,S5212
S52123G,,"Disp fx of head of unsp rad, subs for clos fx w delay heal","Displaced fracture of head of unspecified radius, subsequent encounter for closed fracture with delayed healing",S52.123G,S5212
S52212,,Greenstick fracture of shaft of left ulna,Greenstick fracture of shaft of left ulna,S52.212,S5221
S52123H,,"Disp fx of head of unsp rad, 7thH","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing",S52.123H,S5212
S52123J,,"Disp fx of head of unsp rad, 7thJ","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52.123J,S5212
S52123K,,"Disp fx of head of unsp radius, subs for clos fx w nonunion","Displaced fracture of head of unspecified radius, subsequent encounter for closed fracture with nonunion",S52.123K,S5212
S52123M,,"Disp fx of head of unsp rad, 7thM","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type I or II with nonunion",S52.123M,S5212
S52123N,,"Disp fx of head of unsp rad, 7thN","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52.123N,S5212
S52123P,,"Disp fx of head of unsp radius, subs for clos fx w malunion","Displaced fracture of head of unspecified radius, subsequent encounter for closed fracture with malunion",S52.123P,S5212
S52123Q,,"Disp fx of head of unsp rad, 7thQ","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type I or II with malunion",S52.123Q,S5212
S52123R,,"Disp fx of head of unsp rad, 7thR","Displaced fracture of head of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52.123R,S5212
S52123S,,"Displaced fracture of head of unspecified radius, sequela","Displaced fracture of head of unspecified radius, sequela",S52.123S,S5212
S52124,,Nondisplaced fracture of head of right radius,Nondisplaced fracture of head of right radius,S52.124,S5212
